Construction,Direction,District,Floor,Garden,Height,Id,Layout,Price,Region,Renovation,Size,Subway,Taxfree,UnitPrice
板楼,东西,玛克威,中楼层,东兴小区,8,102103338669,2室1厅,68,道外,简装,83.6,否,否,8134.0
板楼,南北,太平商圈,高楼层,桦树街,7,102100769104,3室1厅,45,道外,简装,80.0,是,否,5625.0
板楼,南北,兆麟校,高楼层,宝宇天邑澜山,39,102101042906,2室2厅,246,道外,精装,116.0,否,否,21207.0
板楼,南北,太平商圈,中楼层,刀剪小区,7,102101463008,2室3厅,108,道外,简装,159.0,是,否,6793.0
板楼,东西,南十四道街商圈,高楼层,正大龙生家园,8,102101321806,2室1厅,30.8,道外,精装,55.0,否,否,5600.0
板楼,南北,南岗会展商圈,高楼层,会展家园小区,7,102102556577,3室1厅,158,道外,精装,158.0,否,否,10000.0
板楼,南北,船舶军工,中楼层,大方里小区,8,102102298365,2室1厅,60,道外,简装,71.0,否,否,8451.0
板楼,东西,南岗会展商圈,高楼层,拉林新村,7,102102561517,3室1厅,118,道外,简装,122.0,否,否,9673.0
板楼,东西,先锋路商圈,中楼层,宏伟嘉园南区,7,102102591239,3室1厅,69.8,道外,简装,80.0,否,否,8725.0
板楼,南北,阿拉伯广场,高楼层,振国小区,7,102101708332,2室1厅,61,道外,精装,94.0,否,否,6490.0
板楼,东南西,玛克威,低楼层,滨江新城好民居,31,102102549469,3室1厅,130,道外,精装,121.0,否,否,10744.0
板楼,东北,先锋路商圈,高楼层,报达文化商住小区,7,102103700363,3室1厅,94,道外,简装,120.0,否,否,7834.0
板楼,南北,群力新区,低楼层,恒大帝景,27,102102029679,4室2厅,186,道里,精装,137.1,否,否,13567.0
板楼,南北,群力新区,低楼层,群力新城中区,18,102102528866,3室1厅,185,道里,简装,135.0,否,否,13704.0
板塔结合,南北,群力新区,高楼层,银泰城二期,30,102102503000,3室1厅,179.8,道里,精装,116.0,否,否,15500.0
板楼,南北,群力新区,中楼层,天然家园,6,102102073237,3室1厅,120,道里,精装,125.6,否,否,9555.0
板楼,南西北,群力新区,高楼层,保利城,33,102103446475,4室2厅,275,道里,其他,166.0,否,否,16567.0
板楼,东,中央大街,中楼层,上游街,12,102103931441,2室1厅,165,道里,其他,10.0,否,否,15287.0
板楼,南北,群力新区,中楼层,保利城,33,102102900029,3室2厅,340,道里,其他,166.0,否,否,20482.0
板楼,南东西,公路大桥,中楼层,建议街,7,102102840760,2室1厅,120,道里,其他,125.0,否,否,9600.0
板楼,南北,群力新区,高楼层,保利城,32,102101771186,3室2厅,230,道里,精装,129.0,否,否,17830.0
板楼,北南,中央大街,中楼层,通江街,7,102103695449,4室2厅,165,道里,其他,189.8,否,否,8691.0
板塔结合,南北,安字片,高楼层,安固街,6,102103621389,3室1厅,92,道里,精装,10.0,否,否,8847.0
板楼,南北,群力新区,中楼层,盛和世纪,5,102103813638,3室2厅,500,道里,其他,172.1,否,否,29040.0
板楼,南北,群力新区,中楼层,星光耀广场,29,102103957444,3室2厅,299,道里,其他,193.1,否,否,15477.0
板楼,南北,群力新区,中楼层,瑞江观景花园,7,102103578050,3室1厅,90,道里,其他,112.2,否,否,8021.0
板楼,南北,爱建,高楼层,工程小区,7,102103387048,2室1厅,88,道里,其他,77.0,否,否,11429.0
板塔结合,南北,群力新区,低楼层,富力江湾新城,30,102103631829,3室2厅,350,道里,精装,174.8,否,否,20023.0
塔楼,东北,群力新区,中楼层,临江花园,26,102103567211,3室2厅,164,道里,其他,164.0,否,否,10000.0
板塔结合,东西,公路大桥,低楼层,环桥家园,7,102103404067,2室1厅,88,道里,其他,111.9,否,否,7863.0
塔楼,南北,建国公园,中楼层,正阳花园,6,102103265683,3室2厅,145,道里,其他,160.0,否,否,9063.0
板塔结合,东西,安字片,高楼层,安定街,8,102100735715,2室1厅,40,道里,简装,54.0,否,否,7408.0
板塔结合,西,兆麟校,中楼层,经纬360,28,102103718038,1室0厅,54,道里,简装,34.2,否,否,15772.0
板楼,南北,顾乡凯德广场,高楼层,通顺小区,8,102101086158,2室1厅,28,道里,精装,70.0,否,否,4000.0
板楼,西,顾乡凯德广场,高楼层,乡社街东区,7,102103260723,1室0厅,23,道里,简装,35.7,否,否,6429.0
板楼,西,安字片,中楼层,安定街,8,102103822684,1室1厅,25,道里,简装,33.0,否,否,7576.0
板楼,西南,工农大街,中楼层,新城小区,8,102103815366,2室1厅,59,道里,简装,68.8,否,否,8571.0
板楼,东南,团结萧红校哈站北秀宾馆,中楼层,地德里小区(抚顺街),8,102103575517,2室1厅,36.5,道里,精装,44.0,否,否,8296.0
板楼,南北,群力新区,中楼层,海富康城,7,102103383681,2室1厅,105,道里,精装,10.0,否,否,10244.0
板楼,东西,兆麟校,高楼层,公园街,7,102102273951,2室1厅,44,道里,精装,43.0,否,否,10233.0
板塔结合,南,建国公园,低楼层,建国街,9,102103320719,1室1厅,55,道里,精装,58.0,否,否,9483.0
板塔结合,南北,公路大桥,高楼层,民安小区(道里区),8,102101490166,2室1厅,24.7,道里,简装,43.0,是,否,5745.0
塔楼,南,新发小区大润发,中楼层,上和置地,29,102104017701,1室1厅,66,南岗,精装,51.1,是,否,12899.0
板楼,东西,南岗会展商圈,低楼层,泰海花园小区,7,102104061250,2室1厅,154,南岗,简装,116.9,否,否,13164.0
板楼,南北,海城市场商圈,高楼层,文海溪畔,32,102104039575,1室1厅,82,南岗,精装,64.8,否,否,12641.0
板楼,南,团结萧红校哈站北秀宾馆,高楼层,邮政街(上夹树街),8,102104033005,1室1厅,110,南岗,简装,58.0,是,否,18966.0
板楼,南,哈西商圈,中楼层,金域蓝城,29,102104073784,1室1厅,58,南岗,简装,41.0,否,否,14147.0
板楼,南北,哈西商圈,低楼层,盛世桃园,7,102104016122,2室1厅,109,南岗,精装,96.0,是,否,11355.0
板楼,东西,哈南商圈,高楼层,征仪路花园小区E区,7,102104088335,2室1厅,34,南岗,精装,70.0,否,否,4853.0
板楼,南北,南岗会展商圈,低楼层,红旗示范新区,8,102104086331,2室1厅,75,南岗,简装,49.9,否,否,15028.0
板楼,东西,船舶军工,高楼层,文化家园,8,102104090218,1室1厅,63,南岗,简装,58.9,否,否,10689.0
板楼,东北,哈西商圈,中楼层,鸿朗花园北区,8,102104064597,1室1厅,65,南岗,精装,60.0,是,否,10834.0
板楼,南西,团结萧红校哈站北秀宾馆,中楼层,工程师街,7,102104045536,2室1厅,44.8,南岗,简装,52.0,是,否,8616.0
板塔结合,南,哈西商圈,中楼层,恒祥首府,32,102104049762,1室1厅,130,南岗,精装,83.0,否,否,15654.0
板楼,西南,南岗分局十三中,高楼层,先锋领地,23,102104057741,2室1厅,150,南岗,精装,10.0,否,否,14555.0
板楼,东,师大附小沙曼小区,低楼层,清滨花园,44,102104080343,2室1厅,300,南岗,精装,125.8,否,否,23848.0
板楼,南北,西大桥商圈,中楼层,四明街,7,102104037320,2室1厅,76.8,南岗,简装,59.0,否,否,13017.0
暂无数据,南,团结萧红校哈站北秀宾馆,高楼层,建筑街,7,102104088108,1室1厅,40,南岗,简装,42.0,是,否,9524.0
板楼,南北,哈南商圈,中楼层,城发三环信息苑,28,102104040680,2室1厅,85,南岗,精装,84.7,否,否,10036.0
板楼,南北,宣西宣庆体院,中楼层,十字街,8,102104036634,2室1厅,65,南岗,精装,67.0,否,否,9702.0
板楼,东,花园铁岭继红校,中楼层,辽阳街,8,102104009614,1室0厅,42,南岗,简装,33.3,是,否,12606.0
板塔结合,东南,海城市场商圈,高楼层,工大左岸,32,102104068628,1室1厅,90,南岗,简装,51.6,否,否,17442.0
板楼,南北,儿童公园,中楼层,人和街,8,102104074943,3室2厅,106,南岗,简装,160.0,是,否,6625.0
板楼,东西,西大桥商圈,中楼层,木兰小区（七政街）,6,102104075254,2室1厅,80,南岗,简装,48.7,否,否,16421.0
板楼,南北,师大附小沙曼小区,高楼层,学府名苑(南岗区),7,102104050064,2室2厅,99.8,南岗,精装,118.0,否,否,8458.0
板楼,东西,哈南商圈,低楼层,英伦名邸,26,102104040533,2室1厅,129,南岗,精装,119.6,否,否,10786.0
板楼,南北西,哈西商圈,中楼层,阳光家园一期,7,102104011879,2室2厅,81,南岗,精装,84.7,否,否,9564.0
板楼,南北,哈西商圈,低楼层,科大安居小区,7,102104020711,2室1厅,48.8,南岗,简装,58.0,否,否,8414.0
板楼,南北,革新教堂,中楼层,黑山街,7,102104067709,2室1厅,64.8,南岗,精装,65.3,否,否,9913.0
板楼,南北,革新教堂,中楼层,巴陵街,8,102104037966,2室1厅,34,南岗,简装,40.0,否,否,8375.0
板楼,东西,龙塔,中楼层,南航花园,8,102104091354,2室1厅,130,南岗,简装,122.0,否,否,10656.0
板楼,东南,哈特百脑汇教化工大,低楼层,上夹树街,8,102104080403,2室1厅,58.8,南岗,精装,43.0,是,否,13675.0
平房,南北,文政新区商圈,低楼层,文政雅居,19,102103707757,2室1厅,125,香坊,简装,93.0,否,否,13441.0
板楼,南北东,动力区,高楼层,美罗湾三期,7,102103549182,3室2厅,82,香坊,简装,10.0,否,否,7528.0
板楼,南北,动力区,高楼层,大庆副路,6,102102567966,3室1厅,139.8,香坊,简装,155.0,否,否,9020.0
板楼,南北,尚志公园,高楼层,珑瑞小区,7,102102557509,2室1厅,95,香坊,简装,132.6,否,否,7165.0
板楼,南北,尚志公园,高楼层,白毛小区,7,102102557395,3室1厅,63.8,香坊,简装,69.5,否,否,9172.0
板塔结合,南北,安埠商圈,低楼层,果园星城B区,8,102103056228,3室1厅,135,香坊,简装,165.0,否,否,8182.0
板楼,东西,动力区,高楼层,电塔家园,7,102102559569,3室1厅,52,香坊,精装,99.0,否,否,5253.0
板楼,南北,南岗会展商圈,中楼层,善上居,32,102103778779,3室2厅,240,香坊,精装,146.2,否,否,16410.0
板楼,南北,动力区,低楼层,绿海华庭,6,102103322383,3室1厅,115,香坊,精装,10.0,否,否,10608.0
板楼,南北,动力区,低楼层,美罗湾二期,12,102102713744,3室2厅,105,香坊,精装,133.0,否,否,7895.0
板楼,东西,菜艺商圈,地下室,香安街,9,102103447866,2室1厅,40,香坊,简装,65.0,否,否,6154.0
板塔结合,东南北,动力区,中楼层,海富山水文园二期,7,102102564326,3室1厅,105,香坊,精装,10.0,否,否,10500.0
板楼,南北,菜艺商圈,高楼层,香安电力小区,6,102103353204,3室1厅,92.8,香坊,简装,10.0,否,否,8673.0
板楼,北,菜艺商圈,低楼层,中山国际,47,102103910639,2室1厅,189,香坊,其他,115.0,否,否,16435.0
暂无数据,南西北,永泰商圈,高楼层,会展城上城·星御,18,102101361278,3室2厅,110,香坊,简装,118.0,否,否,9323.0
板楼,南北,尚志公园,中楼层,香木街,8,102102471213,3室1厅,55.8,香坊,精装,67.0,否,否,8329.0
板楼,南北,南岗会展商圈,高楼层,永吉家园,7,102102594942,3室2厅,80,香坊,精装,20.0,否,否,4000.0
板塔结合,东南,省医院商圈,高楼层,万象上东,32,102103643721,2室1厅,222,香坊,精装,10.0,否,否,20944.0
板楼,东南,菜艺商圈,高楼层,三辅街,7,102103074369,2室1厅,67.8,香坊,简装,10.0,否,否,6583.0
板楼,南北,动力区,低楼层,幸福小区(香坊区),6,102103980843,3室1厅,64.8,香坊,简装,75.0,否,否,8640.0
板楼,南北,省医院商圈,高楼层,中北春城,7,102102562867,2室1厅,138,香坊,精装,90.0,否,否,15285.0
板楼,东西,动力区,中楼层,富江家园,8,102102212290,2室1厅,102,香坊,简装,10.0,否,否,9358.0
板楼,西,哈西商圈,高楼层,凯旋广场,30,102103388126,2室1厅,88,香坊,简装,72.0,否,否,12223.0
板楼,西南北,动力区,低楼层,海富漫香林,7,102103567239,3室1厅,153,香坊,精装,110.0,否,否,13910.0
板楼,东西,菜艺商圈,低楼层,六顺街,6,102103732140,3室1厅,59.8,香坊,精装,70.0,否,否,8521.0
板楼,南北,永泰商圈,中楼层,东升嘉園,16,102101257708,3室2厅,98,香坊,简装,110.0,否,否,8910.0
板楼,南西北,农大商圈,低楼层,睿城,27,102102004752,3室1厅,126,香坊,精装,120.0,否,否,10500.0
板楼,南,安埠商圈,中楼层,延福街,17,102101402702,2室1厅,120,香坊,精装,10.0,否,否,11539.0
板楼,东西,安埠商圈,中楼层,安埠小区南区,8,102102168494,2室1厅,76.5,香坊,简装,110.0,否,否,6932.0
暂无数据,南北,动力区,高楼层,幸福家园(香坊区),7,102101989291,2室1厅,53.8,香坊,简装,74.4,否,否,7232.0
板楼,东西,阿拉伯广场,中楼层,长春街,8,102104144069,2室1厅,63.8,巴彦区,简装,78.0,否,否,8179.0
板塔结合,东,西大桥商圈,低楼层,中兴阳光家园,32,102104160106,1室1厅,40,巴彦区,简装,48.8,否,否,8185.0
板楼,南,哈特百脑汇教化工大,高楼层,铁路街,6,102104158099,1室1厅,25,巴彦区,简装,37.5,否,否,6667.0
板塔结合,南北,玛克威,中楼层,江畔方元,6,102104145132,2室1厅,65.7,巴彦区,简装,61.5,否,否,10678.0
板楼,南,西大桥商圈,低楼层,宏业小区,8,102104161053,2室1厅,42,巴彦区,简装,47.0,否,否,8937.0
板塔结合,西,爱建,中楼层,达道街,8,102104135878,1室1厅,23,巴彦区,简装,32.0,否,否,7188.0
板楼,南北,儿童公园,低楼层,人和街,8,102104158405,2室1厅,62,巴彦区,毛坯,69.0,是,否,8986.0
板楼,东北,南马校,中楼层,景阳街,19,102104139099,2室1厅,43,巴彦区,毛坯,59.3,否,否,7252.0
板楼,南,太平商圈,中楼层,红河五街区,9,102104151331,2室1厅,45,巴彦区,简装,53.0,是,否,8491.0
板楼,南北,哈特百脑汇教化工大,中楼层,春明街,7,102104142138,2室1厅,58,巴彦区,简装,57.3,是,否,10112.0
板塔结合,南北,海城市场商圈,中楼层,省政府家属楼（文府街）,8,102104162674,2室1厅,72,巴彦区,精装,81.0,否,否,8889.0
板塔结合,北,先锋路商圈,高楼层,赫时,24,102104162684,2室1厅,92,巴彦区,精装,47.0,否,否,19575.0
板楼,南北,儿童公园,中楼层,人和街,8,102104142560,2室1厅,72,巴彦区,简装,78.0,是,否,9231.0
板楼,南北,群力新区,高楼层,民生尚都和园,30,102104149117,2室1厅,53,巴彦区,毛坯,68.1,否,否,7780.0
板楼,南北,西大桥商圈,中楼层,八师小区,7,102104146739,2室1厅,98,巴彦区,简装,53.0,否,否,18491.0
板楼,东南,西大桥商圈,低楼层,苗圃小区,7,102104145289,2室1厅,92,巴彦区,简装,50.0,否,否,18146.0
板楼,东,承德广场,中楼层,南平街,8,102104149906,2室1厅,35.5,巴彦区,简装,42.0,否,否,8453.0
板塔结合,南,公路大桥,中楼层,民安小区(道里区),7,102104157983,1室1厅,28.8,巴彦区,简装,31.3,是,否,9199.0
板楼,南,建国公园,中楼层,丁香名苑,8,102104156216,2室1厅,54.8,巴彦区,简装,63.0,否,否,8699.0
板楼,东西,群力新区,低楼层,群力新城南区,32,102104164852,2室1厅,198,巴彦区,精装,135.0,否,否,14667.0
板楼,南,南岗会展商圈,中楼层,电车小区（香坊区）,8,102104152086,1室1厅,28.5,巴彦区,简装,38.9,否,否,7316.0
塔楼,南,哈东站商圈,中楼层,悦城231,32,102104157040,1室1厅,27,巴彦区,毛坯,49.1,否,否,5494.0
板楼,南,农大商圈,高楼层,远创樾府,28,102104152492,1室1厅,62.8,巴彦区,精装,60.0,否,否,10467.0
板楼,东西,玛克威,高楼层,同庆胡同,8,102104158812,2室1厅,35,巴彦区,简装,62.0,否,否,5646.0
板塔结合,南北,哈尔滨新区,高楼层,师大嘉园,7,102104158330,2室2厅,45,巴彦区,精装,72.6,否,否,6191.0
板楼,南北,菜艺商圈,中楼层,六顺街,6,102104157895,2室1厅,55,巴彦区,简装,74.0,否,否,7433.0
板楼,东,革新教堂,中楼层,国庆街,8,102104144411,1室0厅,30,巴彦区,简装,53.6,否,否,5592.0
板楼,南北,农大商圈,高楼层,公滨城市花园,7,102104159867,2室1厅,53,巴彦区,简装,63.1,否,否,8388.0
板楼,南,菜艺商圈,低楼层,红旗大街,6,102104163786,1室1厅,30,巴彦区,精装,33.6,否,否,8908.0
板楼,南北,先锋路商圈,中楼层,嵩山小区,7,102104157023,3室1厅,95,巴彦区,简装,118.0,否,否,8051.0
板楼,南北,哈尔滨新区,中楼层,江霆华府,7,102104173308,2室1厅,55,呼兰区,其他,65.0,否,否,8462.0
板楼,东,哈尔滨新区,中楼层,江霆华府,25,102103909751,2室1厅,65,呼兰区,其他,82.0,否,否,7927.0
暂无数据,南北,呼兰商圈,高楼层,寓花园,24,102103215832,3室2厅,118,呼兰区,其他,139.7,否,否,8445.0
平房,南北,哈尔滨新区,低楼层,江霆华府,17,102103914725,1室1厅,70,呼兰区,精装,92.1,否,否,7600.0
暂无数据,东西,呼兰商圈,高楼层,师专住宅,7,102104175488,2室1厅,21,呼兰区,其他,64.8,否,否,3241.0
板楼,南北,哈尔滨新区,中楼层,江霆华府,7,102103815921,2室1厅,89.8,呼兰区,精装,10.0,否,否,8719.0
板楼,南西北,哈尔滨新区,中楼层,江霆华府,7,102103945020,2室1厅,80,呼兰区,其他,98.5,否,否,8116.0
板楼,南北东,哈尔滨新区,低楼层,江霆华府,6,102104178261,2室1厅,658,呼兰区,其他,82.0,否,否,80244.0
板楼,南北,哈尔滨新区,低楼层,江霆华府,7,102103370693,2室1厅,66.8,呼兰区,其他,72.6,否,否,9202.0
板塔结合,南,哈尔滨新区,中楼层,江霆华府,16,102104179387,2室1厅,65,呼兰区,其他,76.5,否,否,8497.0
板楼,北南,哈尔滨新区,低楼层,江霆华府,7,102103751956,2室1厅,88,呼兰区,其他,10.0,否,否,8800.0
板塔结合,东西,阿城商圈,高楼层,一中家属楼,7,102104095000,2室1厅,17.8,阿城区,其他,67.8,否,否,2623.0
板楼,南,阿城商圈,低楼层,交通家园,26,102104119467,2室1厅,28.3,阿城区,其他,62.3,否,否,4539.0
板塔结合,南北,阿城商圈,低楼层,造纸厂家属楼,7,102104117677,3室1厅,27,阿城区,其他,90.0,否,否,2974.0
板楼,南北,阿城商圈,高楼层,朝阳小区(阿城区),7,102104117599,3室1厅,34,阿城区,其他,138.0,否,否,2464.0
暂无数据,南北,阿城商圈,高楼层,金京壹号官邸,22,102104118106,3室2厅,61.8,阿城区,其他,146.0,否,否,4233.0
板楼,南北西,阿城商圈,中楼层,金上京公馆,27,102104117587,2室1厅,45,阿城区,其他,87.0,否,否,5173.0
板楼,南北,阿城商圈,高楼层,无线电家属楼,7,102104118967,3室1厅,28,阿城区,其他,84.4,否,否,3318.0
板楼,南,阿城商圈,高楼层,绿波华园,11,102104117723,2室1厅,42,阿城区,其他,72.0,否,否,5834.0
板楼,南北,阿城商圈,中楼层,鼎源名座,31,102104121328,3室1厅,58.8,阿城区,其他,118.0,否,否,4984.0
板楼,南北,阿城商圈,高楼层,金河铭苑,17,102104118161,3室1厅,70,阿城区,其他,121.0,否,否,5786.0
板楼,南,阿城商圈,高楼层,上京华府,6,102104117758,1室1厅,23.5,阿城区,其他,54.6,否,否,4300.0
板楼,南北,阿城商圈,中楼层,审计局家属楼,9,102104121509,2室1厅,52,阿城区,其他,10.0,否,否,5064.0
板楼,南北,阿城商圈,高楼层,金都幸福里,17,102104117602,2室1厅,56,阿城区,其他,10.0,否,否,5186.0
板楼,南北,阿城商圈,低楼层,学府小区(阿城区),6,102104098316,2室1厅,43,阿城区,其他,83.2,否,否,5166.0
板楼,东南北,阿城商圈,低楼层,满族村小区,15,102104122547,2室2厅,60,阿城区,其他,10.0,否,否,5505.0
板楼,南北,阿城商圈,高楼层,金源绿洲,6,102104119168,2室1厅,32.8,阿城区,其他,75.5,否,否,4345.0
板楼,南,阿城商圈,中楼层,城建局综合楼,7,102104121684,3室1厅,37,阿城区,其他,111.2,否,否,3328.0
板楼,东西,阿城商圈,高楼层,祥泰小区,7,102104117588,2室1厅,21,阿城区,其他,66.0,否,否,3182.0
暂无数据,南北,阿城商圈,高楼层,703综合楼,7,102104119960,2室2厅,28,阿城区,其他,10.0,否,否,2642.0
板楼,南北,阿城商圈,高楼层,环保局家属楼,7,102104118278,2室2厅,24,阿城区,简装,93.0,否,否,2581.0
板楼,南,阿城商圈,高楼层,松纺小区,7,102104117732,1室1厅,24,阿城区,其他,58.0,否,否,4138.0
暂无数据,南,阿城商圈,高楼层,百姓花园,6,102104117592,2室1厅,18,阿城区,其他,53.0,否,否,3397.0
板楼,南北,阿城商圈,高楼层,金都府邸二期,30,102104121537,2室1厅,47,阿城区,其他,97.0,否,否,4846.0
板塔结合,南北东,阿城商圈,高楼层,检察院,31,102104117703,3室1厅,67,阿城区,精装,132.5,否,否,5054.0
板塔结合,南北,阿城商圈,高楼层,阿城上京广场商住小区,7,102104117595,2室1厅,21,阿城区,其他,82.0,否,否,2561.0
板楼,南北,阿城商圈,中楼层,和平小区(阿城区),7,102104117674,2室1厅,32,阿城区,其他,65.5,否,否,4883.0
板楼,东北西,阿城商圈,高楼层,乡企家属楼,7,102104119888,2室1厅,30,阿城区,其他,84.0,否,否,3572.0
板楼,西,阿城商圈,低楼层,金都府邸二期,25,102102964297,2室1厅,41,阿城区,其他,84.5,否,否,4850.0
暂无数据,南北,阿城商圈,高楼层,龙鑫小区,17,102104118684,3室2厅,71,阿城区,其他,161.0,否,否,4410.0
板楼,南北,阿城商圈,低楼层,阿什河乡企楼,7,102104114552,2室1厅,34.8,阿城区,其他,80.0,否,否,4339.0
板楼,南北,阿城商圈,高楼层,上京华府,6,102103252954,2室1厅,21.5,阿城区,精装,66.0,否,否,3258.0
板楼,南,阿城商圈,高楼层,光华家园,7,102103328005,2室1厅,21,阿城区,其他,50.0,否,否,4200.0
暂无数据,西,阿城商圈,高楼层,永泰广小区,7,102103816949,2室1厅,15,阿城区,其他,47.9,否,否,3131.0
暂无数据,南北,阿城商圈,高楼层,北新小区,7,102103505757,2室1厅,12,阿城区,其他,75.6,否,否,1587.0
暂无数据,南北,阿城商圈,低楼层,新龙城C2区,17,102103956477,2室1厅,43,阿城区,其他,73.5,否,否,5851.0
板楼,南北,阿城商圈,中楼层,金上京公馆,27,102103408613,2室2厅,48,阿城区,其他,10.0,否,否,4781.0
板楼,南北,阿城商圈,高楼层,億達帝景,7,102103427832,2室1厅,17,阿城区,其他,71.0,否,否,2394.0
板楼,东,阿城商圈,低楼层,城建局综合楼,7,102103669215,1室1厅,36,阿城区,其他,28.5,否,否,12597.0
板楼,南北,阿城商圈,中楼层,龙江龙高层,25,102103695313,1室1厅,20,阿城区,其他,40.0,否,否,4913.0
暂无数据,南北,阿城商圈,低楼层,和平四期,3,102103543862,2室1厅,38,阿城区,其他,76.7,否,否,4951.0
板楼,南北,阿城商圈,高楼层,东环嘉园,7,102103762146,2室1厅,27,阿城区,其他,61.0,否,否,4427.0
板楼,南,阿城商圈,中楼层,光华家园,7,102100730651,2室1厅,38,阿城区,其他,85.3,否,否,4455.0
板楼,南北,阿城商圈,低楼层,金昌国际,19,102103253382,2室1厅,53,阿城区,其他,96.3,否,否,5504.0
板楼,南北,阿城商圈,高楼层,阿城恒大城,32,102103352495,1室1厅,38,阿城区,其他,54.1,否,否,7017.0
板楼,南北,阿城商圈,高楼层,市政家属楼,7,102103186682,2室1厅,27,阿城区,其他,10.0,否,否,2640.0
板塔结合,南,阿城商圈,高楼层,万博豪庭,15,102102888080,2室1厅,46.5,阿城区,其他,66.9,否,否,6944.0
暂无数据,南,阿城商圈,低楼层,绿波华园,6,102104037015,2室1厅,40,阿城区,简装,63.6,否,否,6282.0
板楼,南北,阿城商圈,中楼层,白酒厂家属楼,7,102104007682,2室1厅,23,阿城区,简装,66.7,否,否,3447.0
板楼,南北,阿城商圈,中楼层,金都府邸一期,28,102104083871,2室1厅,58,阿城区,其他,130.0,否,否,4462.0
暂无数据,南北,阿城商圈,中楼层,高明小区,7,102104025401,3室1厅,40,阿城区,简装,87.7,否,否,4562.0
